Draft_Position,Name,TEAM,POS,value,Team,playerid,url,xpath,xpathIP_PA,Status,New_Position
24,Trea Turner,Wsh,SS,$30,The Fireballing Five,16252,http://www.fangraphs.com/statss.aspx?playerid=16252&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[4]",Starter,
37,Max Scherzer,Wsh,SP,$40,The Fireballing Five,3137,http://www.fangraphs.com/statss.aspx?playerid=3137&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__38""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__38""]/td[8]",Starter,
52,Garrett Richards,LAA,SP,$12,The Fireballing Five,9784,http://www.fangraphs.com/statss.aspx?playerid=9784&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[8]",Starter,
58,Jacob deGrom,NYM,SP,$23,The Fireballing Five,10954,http://www.fangraphs.com/statss.aspx?playerid=10954&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[8]",Starter,
59,Noah Syndergaard,NYM,SP,$25,The Fireballing Five,11762,http://www.fangraphs.com/statss.aspx?playerid=11762&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[8]",Starter,
62,Luis Severino,NYY,SP,$23,The Fireballing Five,15890,http://www.fangraphs.com/statss.aspx?playerid=15890&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[8]",Starter,
95,Robbie Ray,Ari,SP,$16,The Fireballing Five,11486,http://www.fangraphs.com/statss.aspx?playerid=11486&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[8]",Starter,
105,Andrew Benintendi,Bos,OF,$19,The Fireballing Five,17901,http://www.fangraphs.com/statss.aspx?playerid=17901&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[4]",Starter,
107,Andrew McCutchen,SF,OF,$14,The Fireballing Five,9847,http://www.fangraphs.com/statss.aspx?playerid=9847&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[4]",Starter,
122,Greg Bird,NYY,1B,$8,The Fireballing Five,14131,https://www.fangraphs.com/statss.aspx?playerid=14131&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__13""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__13""]/td[4]",Bench,
128,Miguel Sano,Min,3B,$6,The Fireballing Five,12164,http://www.fangraphs.com/statss.aspx?playerid=12164&position=3B/DH,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[4]",Starter,
146,Carlos Santana,Phi,1B,$5,The Fireballing Five,2396,http://www.fangraphs.com/statss.aspx?playerid=2396&position=C/1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[4]",Starter,
152,Josh Bell,Pit,1B,$3,The Fireballing Five,13145,http://www.fangraphs.com/statss.aspx?playerid=13145&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[4]",Starter,
171,Chris Davis,Bal,1B,$4,The Fireballing Five,9272,http://www.fangraphs.com/statss.aspx?playerid=9272&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[4]",Bench,
184,Delino DeShields,Tex,OF,$2,The Fireballing Five,11379,https://www.fangraphs.com/statss.aspx?playerid=11379&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[4]",Starter,
193,Gregory Polanco,Pit,OF,$2,The Fireballing Five,12907,http://www.fangraphs.com/statss.aspx?playerid=12907&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[4]",Starter,
194,Javier Baez,ChC,SS,$3,The Fireballing Five,12979,http://www.fangraphs.com/statss.aspx?playerid=12979&position=2B/SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[4]",Starter,
195,Mitch Haniger,Sea,OF,$4,The Fireballing Five,14274,http://www.fangraphs.com/statss.aspx?playerid=14274&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[4]",Starter,
205,Joe Musgrove,Pit,SP,$1,The Fireballing Five,12970,http://www.fangraphs.com/statss.aspx?playerid=12970&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__14""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__14""]/td[8]",Starter,
207,Sean Newcomb,Atl,SP,$2,The Fireballing Five,16943,https://www.fangraphs.com/statss.aspx?playerid=16943&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[8]",Starter,
210,Brian McCann,Hou,C,$3,The Fireballing Five,4810,http://www.fangraphs.com/statss.aspx?playerid=4810&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__45""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__45""]/td[4]",Starter,
220,Tyler Chatwood,ChC,SP,$2,The Fireballing Five,4338,http://www.fangraphs.com/statss.aspx?playerid=4338&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[8]",Starter,
227,Dinelson Lamet,SD,SP,$3,The Fireballing Five,17186,https://www.fangraphs.com/statss.aspx?playerid=17186&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__6""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__6""]/td[4]",Bench,
237,Ketel Marte,Ari,SS,$3,The Fireballing Five,13613,https://www.fangraphs.com/statss.aspx?playerid=13613&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[4]",Starter,
247,James McCann,Det,C,$1,The Fireballing Five,12859,http://www.fangraphs.com/statss.aspx?playerid=12859&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[4]",Starter,
253,Bradley Zimmer,Cle,OF,$2,The Fireballing Five,16221,https://www.fangraphs.com/statss.aspx?playerid=16221&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[4]",Bench,
255,Tanner Roark,Wsh,SP,$8,The Fireballing Five,8753,http://www.fangraphs.com/statss.aspx?playerid=8753&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[8]",Starter,
257,Mike Clevinger,Cle,SP,$6,The Fireballing Five,12808,https://www.fangraphs.com/statss.aspx?playerid=12808&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[8]",Starter,
267,Mike Foltynewicz,Atl,SP,$1,The Fireballing Five,10811,http://www.fangraphs.com/statss.aspx?playerid=10811&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[8]",Bench,
276,Trevor Williams,Pit,SP,$1,The Fireballing Five,16977,https://www.fangraphs.com/statss.aspx?playerid=16977&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[8]",Starter,
3,Corey Kluber,Cle,SP,$41,Team Martin,2429,http://www.fangraphs.com/statss.aspx?playerid=2429&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[8]",Starter,
7,Mookie Betts,Bos,OF,$43,Team Martin,13611,http://www.fangraphs.com/statss.aspx?playerid=13611&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[4]",Starter,
13,Nolan Arenado,Col,3B,$35,Team Martin,9777,http://www.fangraphs.com/statss.aspx?playerid=9777&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[4]",Starter,
16,Chris Sale,Bos,SP,$40,Team Martin,10603,http://www.fangraphs.com/statss.aspx?playerid=10603&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[8]",Starter,
38,Jose Ramirez,Cle,2B,$29,Team Martin,13510,http://www.fangraphs.com/statss.aspx?playerid=13510&position=2B/3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[4]",Starter,
70,Xander Bogaerts,Bos,SS,$14,Team Martin,12161,http://www.fangraphs.com/statss.aspx?playerid=12161&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[4]",Starter,
84,Edwin Encarnacion,Cle,1B,$12,Team Martin,2151,http://www.fangraphs.com/statss.aspx?playerid=2151&position=3B/DH,"//*[@id=""SeasonStats1_dgSeason11_ctl00__45""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__45""]/td[4]",Starter,
123,Elvis Andrus,Tex,SS,$8,Team Martin,8709,http://www.fangraphs.com/statss.aspx?playerid=8709&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[21]"," //*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[4]",Starter,
129,Edwin Diaz,Sea,RP,$1,Team Martin,14710,http://www.fangraphs.com/statss.aspx?playerid=14710&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[8]",Bench,
142,Austin Barnes,LAD,C,$4,Team Martin,12158,https://www.fangraphs.com/statss.aspx?playerid=12158&position=C/2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[4]",Starter,
144,Eduardo Nunez,Bos,2B,$7,Team Martin,6848,http://www.fangraphs.com/statss.aspx?playerid=6848&position=3B/SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__48""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__48""]/td[4]",Starter,OF
155,Adrian Beltre,Tex,3B,$5,Team Martin,639,http://www.fangraphs.com/statss.aspx?playerid=639&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__53""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__53""]/td[4]",Starter,
161,Adam Jones,Bal,OF,$4,Team Martin,6368,http://www.fangraphs.com/statss.aspx?playerid=6368&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[4]",Starter,
162,Trey Mancini,Bal,1B,$1,Team Martin,15149,https://www.fangraphs.com/statss.aspx?playerid=15149&position=1B/OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[4]",Starter,
165,Luis Castillo,Cin,SP,$7,Team Martin,15689,https://www.fangraphs.com/statss.aspx?playerid=15689&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[8]",Starter,
173,Lucas Giolito,CWS,SP,$3,Team Martin,15474,http://www.fangraphs.com/statss.aspx?playerid=15474&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[8]",Starter,
175,Johnny Cueto,SF,SP,$5,Team Martin,6893,http://www.fangraphs.com/statss.aspx?playerid=6893&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[8]",Starter,
196,Max Kepler,Min,OF,$3,Team Martin,12144,http://www.fangraphs.com/statss.aspx?playerid=12144&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[4]",Starter,
216,Hyun-Jin Ryu,LAD,SP,$2,Team Martin,14444,https://www.fangraphs.com/statss.aspx?playerid=14444&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[8]",Starter,
217,Ryan Madson,Wsh,RP,$1,Team Martin,1852,http://www.fangraphs.com/statss.aspx?playerid=1852&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__44""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__44""]/td[8]",Bench,
228,Ian Kennedy,KC,SP,$1,Team Martin,6986,http://www.fangraphs.com/statss.aspx?playerid=6986&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__39""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__39""]/td[8]",Starter,
238,Chad Green,NYY,RP,$1,Team Martin,15552,https://www.fangraphs.com/statss.aspx?playerid=15552&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[8]",Starter,
248,Aaron Sanchez,Tor,SP,$1,Team Martin,11490,http://www.fangraphs.com/statss.aspx?playerid=11490&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[8]",Starter,
268,Chris Devenski,Hou,RP,$1,Team Martin,12763,https://www.fangraphs.com/statss.aspx?playerid=12763&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__20""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__20""]/td[8]",Starter,
277,Jake Junis,KC,SP,$1,Team Martin,13619,https://www.fangraphs.com/statss.aspx?playerid=13619&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[8]",Starter,
292,Matt Kemp,LAD,OF,$1,Team Martin,5631,http://www.fangraphs.com/statss.aspx?playerid=5631&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[4]",Bench,
298,Russell Martin,Tor,C,$1,Team Martin,4616,http://www.fangraphs.com/statss.aspx?playerid=4616&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__41""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__41""]/td[4]",Starter,
303,Mitch Moreland,Bos,1B,$1,Team Martin,3086,https://www.fangraphs.com/statss.aspx?playerid=3086&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__38""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__38""]/td[4]",Bench,
307,Tommy Kahnle,NYY,RP,$1,Team Martin,11384,https://www.fangraphs.com/statss.aspx?playerid=11384&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[8]",Starter,
311,Tyler Skaggs,LAA,SP,$1,Team Martin,10190,http://www.fangraphs.com/statss.aspx?playerid=10190&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__32""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__32""]/td[8]",Bench,
8,Jose Berrios,Min,SP,$21,Team Arfin,14168,http://www.fangraphs.com/statss.aspx?playerid=14168&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[8]",Starter,
9,Jeff Samardzija,SF,SP,$15,Team Arfin,3254,http://www.fangraphs.com/statss.aspx?playerid=3254&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__40""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__40""]/td[8]",Starter,
27,Manny Machado,Bal,3B,$38,Team Arfin,11493,http://www.fangraphs.com/statss.aspx?playerid=11493&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[4]",Starter,SS
43,George Springer,Hou,OF,$31,Team Arfin,12856,http://www.fangraphs.com/statss.aspx?playerid=12856&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[4]",Starter,
48,Freddie Freeman,Atl,1B,$27,Team Arfin,5361,http://www.fangraphs.com/statss.aspx?playerid=5361&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[4]",Starter,
49,Brian Dozier,Min,2B,$23,Team Arfin,9810,http://www.fangraphs.com/statss.aspx?playerid=9810&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[4]",Starter,
55,James Paxton,Sea,SP,$22,Team Arfin,11828,http://www.fangraphs.com/statss.aspx?playerid=11828&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[8]",Starter,
61,Josh Donaldson,Tor,3B,$32,Team Arfin,5038,http://www.fangraphs.com/statss.aspx?playerid=5038&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[4]",Starter,
150,Whit Merrifield,KC,2B,$6,Team Arfin,11281,https://www.fangraphs.com/statss.aspx?playerid=11281&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[4]",Bench,
154,Ender Inciarte,Atl,OF,$5,Team Arfin,4922,http://www.fangraphs.com/statss.aspx?playerid=4922&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[4]",Starter,
156,Lance Lynn,Min,SP,$3,Team Arfin,2520,http://www.fangraphs.com/statss.aspx?playerid=2520&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__33""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__33""]/td[8]",Starter,
158,Salvador Perez,KC,C,$6,Team Arfin,7304,http://www.fangraphs.com/statss.aspx?playerid=7304&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[8]",Starter,
160,Raisel Iglesias,Cin,RP,$2,Team Arfin,17130,http://www.fangraphs.com/statss.aspx?playerid=17130&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[8]",Starter,
168,Jake Lamb,Ari,3B,$6,Team Arfin,13329,http://www.fangraphs.com/statss.aspx?playerid=13329&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[4]",Starter,
169,David Price,Bos,SP,$7,Team Arfin,3184,http://www.fangraphs.com/statss.aspx?playerid=3184&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__45""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__45""]/td[8]",Starter,
174,Jimmy Nelson,Mil,SP,$2,Team Arfin,10547,http://www.fangraphs.com/statss.aspx?playerid=10547&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[8]",Starter,
186,Danny Duffy,KC,SP,$3,Team Arfin,3542,http://www.fangraphs.com/statss.aspx?playerid=3542&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[8]",Starter,
187,CC Sabathia,NYY,SP,$2,Team Arfin,404,https://www.fangraphs.com/statss.aspx?playerid=404&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__54""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__54""]/td[8]",Starter,
188,Ronald Acuna,Atl,OF,$3,Team Arfin,18401,https://www.fangraphs.com/statss.aspx?playerid=18401&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[4]",Starter,
204,Jay Bruce,NYM,OF,$2,Team Arfin,9892,http://www.fangraphs.com/statss.aspx?playerid=9892&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[4]",Starter,
212,Odubel Herrera,Phi,OF,$2,Team Arfin,11476,http://www.fangraphs.com/statss.aspx?playerid=11476&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[4]",Starter,
213,Cole Hamels,Tex,SP,$3,Team Arfin,4972,http://www.fangraphs.com/statss.aspx?playerid=4972&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__44""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__44""]/td[8]",Starter,
