Draft_Position,Name,TEAM,POS,value,Team,playerid,url,xpath,xpathIP_PA,Status,New_Position
234,Patrick Corbin,Ari,SP,$2,Team Arfin,9323,https://www.fangraphs.com/statss.aspx?playerid=9323&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[8]",Starter,
242,Marco Estrada,Tor,SP,$1,Team Arfin,1118,http://www.fangraphs.com/statss.aspx?playerid=1118&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__43""]/td[8]",Starter,
252,Robinson Chirinos,Tex,C,$1,Team Arfin,3142,https://www.fangraphs.com/statss.aspx?playerid=3142&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[4]",Starter,
262,Marcus Semien,Oak,SS,$3,Team Arfin,12533,http://www.fangraphs.com/statss.aspx?playerid=12533&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[4]",Bench,
271,Collin McHugh,Hou,SP,$1,Team Arfin,7531,http://www.fangraphs.com/statss.aspx?playerid=7531&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[8]",Bench,
273,Ivan Nova,Pit,SP,$2,Team Arfin,1994,http://www.fangraphs.com/statss.aspx?playerid=1994&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[8]",Bench,
280,Joe Panik,SF,2B,$1,Team Arfin,11936,https://www.fangraphs.com/statss.aspx?playerid=11936&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[4]",Starter,
288,Jedd Gyorko,StL,3B,$3,Team Arfin,10816,http://www.fangraphs.com/statss.aspx?playerid=10816&position=2B/3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[4]",Bench,
1,Andrelton Simmons,LAA,SS,$4,Crash Davis' Team,10847,http://www.fangraphs.com/statss.aspx?playerid=10847&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[4]",Starter,
22,Anthony Rendon,Wsh,3B,$35,Crash Davis' Team,12861,http://www.fangraphs.com/statss.aspx?playerid=12861&position=2B/3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[4]",Starter,
23,Buster Posey,SF,C,$32,Crash Davis' Team,9166,http://www.fangraphs.com/statss.aspx?playerid=9166&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[4]",Starter,
45,Chris Taylor,LAD,2B,$11,Crash Davis' Team,13757,https://www.fangraphs.com/statss.aspx?playerid=13757&position=SS/OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[4]",Bench,
63,Shohei Ohtani,LAA,SP,$21,Crash Davis' Team,19755,https://www.fangraphs.com/statss.aspx?playerid=19755&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__7""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__7""]/td[8]",Starter,
67,Corey Seager,LAD,SS,$26,Crash Davis' Team,13624,http://www.fangraphs.com/statss.aspx?playerid=13624&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[4]",Starter,
69,Chris Archer,TB,SP,$18,Crash Davis' Team,6345,http://www.fangraphs.com/statss.aspx?playerid=6345&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__32""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__32""]/td[8]",Starter,
88,Adam Eaton,Wsh,OF,$11,Crash Davis' Team,11205,http://www.fangraphs.com/statss.aspx?playerid=11205&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[4]",Starter,
98,Lorenzo Cain,Mil,OF,$10,Crash Davis' Team,9077,http://www.fangraphs.com/statss.aspx?playerid=9077&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__40""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__40""]/td[4]",Starter,
99,Starling Marte,Pit,OF,$9,Crash Davis' Team,9241,http://www.fangraphs.com/statss.aspx?playerid=9241&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__35""]/td[4]",Starter,
104,Mike Zunino,Sea,C,$9,Crash Davis' Team,13265,http://www.fangraphs.com/statss.aspx?playerid=13265&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[4]",Starter,
106,Robinson Cano,Sea,2B,$12,Crash Davis' Team,3269,http://www.fangraphs.com/statss.aspx?playerid=3269&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[4]",Starter,
113,Matt Carpenter,StL,1B,$6,Crash Davis' Team,8090,http://www.fangraphs.com/statss.aspx?playerid=8090&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[4]",Bench,
119,Marcus Stroman,Tor,SP,$12,Crash Davis' Team,13431,http://www.fangraphs.com/statss.aspx?playerid=13431&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[8]",Starter,
127,Jose Quintana,ChC,SP,$18,Crash Davis' Team,11423,http://www.fangraphs.com/statss.aspx?playerid=11423&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[8]",Starter,
135,Yasiel Puig,LAD,OF,$7,Crash Davis' Team,14225,http://www.fangraphs.com/statss.aspx?playerid=14225&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[4]",Starter,
139,Michael Conforto,NYM,OF,$5,Crash Davis' Team,16376,http://www.fangraphs.com/statss.aspx?playerid=16376&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[4]",Bench,
140,Jackie Bradley Jr.,Bos,OF,$5,Crash Davis' Team,12984,http://www.fangraphs.com/statss.aspx?playerid=12984&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[4]",Starter,
143,Ken Giles,Hou,RP,$3,Crash Davis' Team,12910,http://www.fangraphs.com/statss.aspx?playerid=12910&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[8]",Starter,
153,Jameson Taillon,Pit,SP,$6,Crash Davis' Team,11674,http://www.fangraphs.com/statss.aspx?playerid=11674&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[8]",Starter,
163,Nomar Mazara,Tex,OF,$1,Crash Davis' Team,14553,http://www.fangraphs.com/statss.aspx?playerid=14553&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[4]",Bench,
185,Martin Perez,Tex,SP,$1,Crash Davis' Team,6902,https://www.fangraphs.com/statss.aspx?playerid=6902&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[8]",Starter,
203,Rick Porcello,Bos,SP,$3,Crash Davis' Team,2717,http://www.fangraphs.com/statss.aspx?playerid=2717&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[8]",Starter,
218,Matt Duffy,TB,SS,$1,Crash Davis' Team,13836,https://www.fangraphs.com/statss.aspx?playerid=13836&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[4]",Bench,
229,Matt Andriese,TB,SP,$1,Crash Davis' Team,12022,http://www.fangraphs.com/statss.aspx?playerid=12022&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[8]",Starter,
239,Zach Davies,Mil,SP,$1,Crash Davis' Team,13183,http://www.fangraphs.com/statss.aspx?playerid=13183&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[8]",Starter,
249,Brandon Belt,SF,1B,$1,Crash Davis' Team,10264,http://www.fangraphs.com/statss.aspx?playerid=10264&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[4]",Starter,
250,Matt Chapman,Oak,3B,$2,Crash Davis' Team,16505,https://www.fangraphs.com/statss.aspx?playerid=16505&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[4]",Starter,
258,Eduardo Rodriguez,Bos,SP,$2,Crash Davis' Team,13164,http://www.fangraphs.com/statss.aspx?playerid=13164&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[8]",Starter,
264,Sean Manaea,Oak,SP,$2,Crash Davis' Team,15873,http://www.fangraphs.com/statss.aspx?playerid=15873&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__19""]/td[8]",Starter,
331,Gleyber Torres,NYY,2B,$1,Crash Davis' Team,16997,https://www.fangraphs.com/statss.aspx?playerid=16997&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[4]",Starter,
5,Paul Goldschmidt,Ari,1B,$42,Nuck Bob Futting,9218,http://www.fangraphs.com/statss.aspx?playerid=9218&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[4]",Starter,
33,Francisco Lindor,Cle,SS,$39,Nuck Bob Futting,12916,http://www.fangraphs.com/statss.aspx?playerid=12916&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[4]",Starter,
35,Yu Darvish,ChC,SP,$25,Nuck Bob Futting,13074,http://www.fangraphs.com/statss.aspx?playerid=13074&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[8]",Starter,
36,Khris Davis,Oak,OF,$20,Nuck Bob Futting,9112,http://www.fangraphs.com/statss.aspx?playerid=9112&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[4]",Starter,
60,Zack Cozart,LAA,SS,$15,Nuck Bob Futting,2616,https://www.fangraphs.com/statss.aspx?playerid=2616&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__28""]/td[4]",Starter,
71,Alex Bregman,Hou,SS,$20,Nuck Bob Futting,17678,http://www.fangraphs.com/statss.aspx?playerid=17678&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__16""]/td[4]",Starter,
82,Carlos Martinez,StL,SP,$18,Nuck Bob Futting,11682,http://www.fangraphs.com/statss.aspx?playerid=11682&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__27""]/td[8]",Starter,
93,Masahiro Tanaka,NYY,SP,$15,Nuck Bob Futting,15764,http://www.fangraphs.com/statss.aspx?playerid=15764&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[8]",Starter,
111,Nicholas Castellanos,Det,3B,$8,Nuck Bob Futting,11737,https://www.fangraphs.com/statss.aspx?playerid=11737&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[4]",Starter,
133,Ozzie Albies,Atl,2B,$4,Nuck Bob Futting,16556,https://www.fangraphs.com/statss.aspx?playerid=16556&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[4]",Starter,
147,Willson Contreras,ChC,C,$9,Nuck Bob Futting,11609,http://www.fangraphs.com/statss.aspx?playerid=11609&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[4]",Starter,
159,Yasmani Grandal,LAD,C,$4,Nuck Bob Futting,11368,http://www.fangraphs.com/statss.aspx?playerid=11368&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__31""]/td[4]",Starter,
170,Kevin Kiermaier,TB,OF,$12,Nuck Bob Futting,11038,http://www.fangraphs.com/statss.aspx?playerid=11038&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__29""]/td[4]",Starter,
181,Kevin Gausman,Bal,SP,$6,Nuck Bob Futting,14107,http://www.fangraphs.com/statss.aspx?playerid=14107&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[8]",Starter,
183,Yoan Moncada,CWS,2B,$6,Nuck Bob Futting,17232,https://www.fangraphs.com/statss.aspx?playerid=17232&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__15""]/td[4]",Bench,
191,Michael Fulmer,Det,SP,$4,Nuck Bob Futting,13218,http://www.fangraphs.com/statss.aspx?playerid=13218&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__20""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__20""]/td[8]",Starter,
197,Jon Gray,Col,SP,$4,Nuck Bob Futting,14916,http://www.fangraphs.com/statss.aspx?playerid=14916&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[8]",Starter,
215,Justin Bour,Mia,1B,$2,Nuck Bob Futting,9744,https://www.fangraphs.com/statss.aspx?playerid=9744&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__26""]/td[4]",Starter,
231,Kenta Maeda,LAD,SP,$3,Nuck Bob Futting,18498,http://www.fangraphs.com/statss.aspx?playerid=18498&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__14""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__14""]/td[8]",Starter,
233,Eric Thames,Mil,1B,$2,Nuck Bob Futting,3711,http://www.fangraphs.com/statss.aspx?playerid=3711&position=1B/OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__23""]/td[4]",Starter,
235,Jacob Faria,TB,SP,$1,Nuck Bob Futting,13699,https://www.fangraphs.com/statss.aspx?playerid=13699&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[8]",Starter,
245,Ben Zobrist,ChC,2B,$1,Nuck Bob Futting,7435,http://www.fangraphs.com/statss.aspx?playerid=7435&position=2B/OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__49""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__49""]/td[4]",Bench,
251,Ervin Santana,Min,SP,$2,Nuck Bob Futting,3200,http://www.fangraphs.com/statss.aspx?playerid=3200&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__34""]/td[8]",Starter,
259,Drew Pomeranz,Bos,SP,$4,Nuck Bob Futting,11426,http://www.fangraphs.com/statss.aspx?playerid=11426&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[8]",Bench,
265,Matt Shoemaker,LAA,SP,$1,Nuck Bob Futting,4776,http://www.fangraphs.com/statss.aspx?playerid=4776&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__30""]/td[8]",Starter,
274,Kelvin Herrera,KC,RP,$1,Nuck Bob Futting,6033,http://www.fangraphs.com/statss.aspx?playerid=6033&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__33""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__33""]/td[8]",Starter,
283,German Marquez,Col,SP,$1,Nuck Bob Futting,15038,https://www.fangraphs.com/statss.aspx?playerid=15038&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__18""]/td[8]",Starter,
290,Kole Calhoun,LAA,OF,$1,Nuck Bob Futting,11200,http://www.fangraphs.com/statss.aspx?playerid=11200&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[4]",Starter,
296,Felix Hernandez,Sea,SP,$1,Nuck Bob Futting,4772,http://www.fangraphs.com/statss.aspx?playerid=4772&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__36""]/td[8]",Bench,
299,Alex Reyes,StL,SP,$4,Nuck Bob Futting,15015,http://www.fangraphs.com/statss.aspx?playerid=15015&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__6""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__6""]/td[8]",Bench,
11,Joey Votto,Cin,1B,$36,Team Heckmann,4314,http://www.fangraphs.com/statss.aspx?playerid=4314&position=1B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__39""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__39""]/td[4]",Starter,
29,Clayton Kershaw,LAD,SP,$48,Team Heckmann,2036,http://www.fangraphs.com/statss.aspx?playerid=2036&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[8]",Starter,
34,Dee Gordon,Sea,2B,$18,Team Heckmann,8203,http://www.fangraphs.com/statss.aspx?playerid=8203&position=2B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__32""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__32""]/td[4]",Starter,
40,Kris Bryant,ChC,3B,$39,Team Heckmann,15429,http://www.fangraphs.com/statss.aspx?playerid=15429&position=3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[4]",Starter,
42,Miguel Cabrera,Det,1B,$7,Team Heckmann,1744,http://www.fangraphs.com/statss.aspx?playerid=1744&position=1B/3B,"//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__42""]/td[4]",Starter,
46,Aaron Judge,NYY,OF,$37,Team Heckmann,15640,https://www.fangraphs.com/statss.aspx?playerid=15640&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__17""]/td[4]",Starter,
56,Brett Gardner,NYY,OF,$8,Team Heckmann,9927,http://www.fangraphs.com/statss.aspx?playerid=9927&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__41""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__41""]/td[4]",Starter,
65,J.T. Realmuto,Mia,C,$16,Team Heckmann,11739,http://www.fangraphs.com/statss.aspx?playerid=11739&position=C,"//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__22""]/td[4]",Starter,
81,Didi Gregorius,NYY,SS,$13,Team Heckmann,6012,http://www.fangraphs.com/statss.aspx?playerid=6012&position=SS,"//*[@id=""SeasonStats1_dgSeason11_ctl00__33""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__33""]/td[4]",Starter,
116,Byron Buxton,Min,OF,$10,Team Heckmann,14161,http://www.fangraphs.com/statss.aspx?playerid=14161&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__25""]/td[4]",Starter,
126,Felipe Rivero,Pit,RP,$8,Team Heckmann,12076,http://www.fangraphs.com/statss.aspx?playerid=12076&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[8]",Starter,
130,Eddie Rosario,Min,OF,$7,Team Heckmann,12155,https://www.fangraphs.com/statss.aspx?playerid=12155&position=OF,"//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[21]","//*[@id=""SeasonStats1_dgSeason11_ctl00__24""]/td[4]",Starter,
138,Roberto Osuna,Tor,RP,$6,Team Heckmann,13764,http://www.fangraphs.com/statss.aspx?playerid=13764&position=P,"//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[19]","//*[@id=""SeasonStats1_dgSeason11_ctl00__21""]/td[8]",Starter,
